iteration,cost,grad_norm
1,2.394469961202893,2.188364668515233
2,3.4404759946504244,2.1721589604845395
3,4.905935005532663,1.549994903755594
4,5.8105115834563,1.0487449560365205
5,5.778117539190362,0.7333572314657201
6,5.736386741162161,0.625894255227086
7,5.688083542790087,0.5838501679060697
8,5.63574286611591,0.5640367701920941
9,5.581259319723275,0.5534036031057855
10,5.525985140070252,0.5477763826884792
11,5.470849756698151,0.5454909346072807
12,5.416463740378241,0.5456068763394561
13,5.363204957960283,0.5474424716973554
14,5.311286856860836,0.5504602944667957
15,5.260810295728142,0.5542348908673203
16,5.211801495479036,0.5584355990045283
17,5.169408196304142,0.5647066658198221
18,5.125947059721598,0.5691505228348613
19,5.077792271033866,0.5720321809261601
20,5.038886405915676,0.5776490494812634
21,4.993253033312186,0.5801091690258507
22,4.956811907171565,0.5848980563533566
23,4.9189828404737606,0.5877611783066361
24,4.875733632296226,0.5893722946449049
25,4.835926688218912,0.5918462351633471
26,4.803858184876075,0.595043526828315
27,4.763863882916516,0.5955133200672503
28,4.732687300353739,0.5978374749734848
29,4.699718320608785,0.5984719651164356
30,4.666794124536101,0.599015239712401
31,4.62868179065797,0.5987455361704338
32,4.5937883258082834,0.5992320784233461
33,4.566105494360661,0.6001645658197471
34,4.530712594073524,0.598916025745522
35,4.497835306139895,0.598530056475729
36,4.471696793000359,0.5986588173514342
37,4.438011266254154,0.5968678937141886
38,4.4121223464107935,0.5966340906084057
39,4.379272809417078,0.5946616215693205
40,4.348822938096289,0.5935375370238487
41,4.3194273968091235,0.5922611129020298
42,4.295866053347106,0.5913313305099515
43,4.26513985242413,0.5888094411509035
44,4.24155231778197,0.5877529177877066
45,4.216226962934309,0.5855369741314848
46,4.18606760302273,0.5831029775876968
47,4.158373701992877,0.5814443376794823
48,4.131712248655992,0.5796103801481597
49,4.110381053043202,0.5780551802443353
50,4.082505776047818,0.5750939116433103
51,4.05654010629549,0.572984129935851
52,4.035951878465959,0.571298837431539
53,4.0091598396115575,0.5682401413003196
54,3.9842203083007233,0.5660018455552275
55,3.960082791395009,0.5637110600195961
